Packing Type	Packaging Title	Qty	G.W.	N.W.	Item Code
10 X 400 GM	PK-SWAD(10 X 400 GM) --- POTATO KATRI	10	4.765	4.000	05117999927
10 X 400 GM	PS-SWAD(10 X 400 GM) --- POTATO SALI	10	4.765	4.000	05117922220
10 X 400 GM	PS-SWAD(10 X 400 GM) --- POTATO SALI	10	4.765	4.000	05117922220
20 X 200 GM	PUS-ALL(20 X 200 GM) --- PUJA SAMAGARI	20	4.580	4.000	05117942070
20 X 200 GM	PUS-ALL(20 X 200 GM) --- PUJA SAMAGARI	20	4.580	4.000	05117942070
12 X 500 GM	PP-ALL(12 X 500 GM) --- PUNJABI PICKLE	12	9.732	6.000	05117924235
12 X 500 GM	PP-ALL(12 X 500 GM) --- PUNJABI PICKLE	12	9.732	6.000	05117924235
2 X 20 LBS	QF-ALL(2 X 20 LBS) --- QUINOA FLOUR	2	18.952	18.160	Not Available
2 X 20 LBS	QF-ALL(2 X 20 LBS) --- QUINOA FLOUR	2	18.952	18.160	Not Available
10 X 800 GM	QF-SWAD(10 X 800 GM) --- QUINOA FLOUR	10	8.543	8.000	05117926885
10 X 800 GM	QF-SWAD(10 X 800 GM) --- QUINOA FLOUR	10	8.543	8.000	05117926885
20 X 200 GM	RS-SWAD(20 X 200 GM) --- RADHUNI SEEDS	20	4.435	4.000	05117961130
20 X 200 GM	RS-SWAD(20 X 200 GM) --- RADHUNI SEEDS	20	4.435	4.000	05117961130
4 X 10 LBS	RF-SWAD(4 X 10 LBS) --- RAGI FLOUR	4	18.788	18.160	05117915320
4 X 10 LBS	RF-SWAD(4 X 10 LBS) --- RAGI FLOUR	4	18.788	18.160	05117915320
20 X 400 GM	RF-SWAD(20 X 400 GM) --- RAGI FLOUR	20	8.507	8.000	05117915300
20 X 400 GM	RF-SWAD(20 X 400 GM) --- RAGI FLOUR	20	8.507	8.000	05117915300
5 X 56 OZ	RF-SWAD(5 X 56 OZ) --- RAGI FLOUR	5	8.360	8.000	05117915315
5 X 56 OZ	RF-SWAD(5 X 56 OZ) --- RAGI FLOUR	5	8.360	8.000	05117915315
10 X 800 GM	RF-SWAD(10 X 800 GM) --- RAGI FLOUR	10	8.450	8.000	05117915310
10 X 800 GM	RF-SWAD(10 X 800 GM) --- RAGI FLOUR	10	8.450	8.000	05117915310
10 X 2 LBS	RP-SWAD(10X2LBS) --- RAGI POHA	10	10.460	9.800	05117924092
10 X 2 LBS	RP-SWAD(10X2LBS) --- RAGI POHA	10	10.460	9.800	05117924092
20 X 400 GM	RJF-SWAD(20 X400 GM) --- RAJAGRO FLOUR	20	8.413	8.000	05117915070
20 X 400 GM	RJF-SWAD(20 X400 GM) --- RAJAGRO FLOUR	20	8.413	8.000	05117915070
10 X 800 GM	RJF-SWAD(10 X800 GM) --- RAJAGRO FLOUR	10	8.490	8.000	05117915080
10 X 800 GM	RJF-SWAD(10 X800 GM) --- RAJAGRO FLOUR	10	8.490	8.000	05117915080
10 X 800 GM	RW-SWAD(10 X 800 GM) --- RAJAGRO WHOLE	10	8.420	8.000	05117915085
10 X 800 GM	RW-SWAD(10 X 800 GM) --- RAJAGRO WHOLE	10	8.420	8.000	05117915085
20 X 2 LBS	RJM-SWAD(20 X 2 LBS) --- RAJAMA KASHMIRI	20	18.882	18.160	05117910167
20 X 2 LBS	RJM-SWAD(20 X 2 LBS) --- RAJAMA KASHMIRI	20	18.882	18.160	05117910167
20 X 2 LBS	RJM-SWAD(20 X 2 LBS) --- RAJAMA KASHMIRI	20	18.882	18.160	05117910167
20 X 2 LBS	RJM-SWAD(20 X 2 LBS) --- RAJAMA KASHMIRI	20	18.882	18.160	05117910167
10 X 4 LBS	RJM-SWAD(10 X 4 LBS) --- RAJAMA KASHMIRI	10	19.091	18.160	05117910157
10 X 4 LBS	RJM-SWAD(10 X 4 LBS) --- RAJAMA KASHMIRI	10	19.091	18.160	05117910157
10 X 4 LBS	RJM-SWAD(10 X 4 LBS) --- RAJAMA KASHMIRI	10	19.091	18.160	05117910157
10 X 4 LBS	RJM-SWAD(10 X 4 LBS) --- RAJAMA KASHMIRI	10	19.091	18.160	05117910157
4 X 10 LBS	RSB-SWAD(4 X 10 LBS) --- RICE 1121 SELLA BASMATI	4	19.140	18.160	05117926080
4 X 10 LBS	RSB-SWAD(4 X 10 LBS) --- RICE 1121 SELLA BASMATI	4	19.140	18.160	05117926080
4 X 10 LBS	RAM-SWAD(4 X 10 LBS) --- RICE AMBE MORE	4	18.876	18.160	05117926910
4 X 10 LBS	RAM-SWAD(4 X 10 LBS) --- RICE AMBE MORE	4	18.876	18.160	05117926910
2 X 20 LBS	RB-MAYSC(2 X 20 LBS) --- RICE BASMATI	2	19.901	18.160	890187412163
2 X 20 LBS	RB-MAYSC(2 X 20 LBS) --- RICE BASMATI	2	19.901	18.160	890187412163
10 X 4 LBS	PBBR-SWA(10 X 4 LBS) --- RICE BASMATI BROWN - PUSA	10	18.875	18.160	05117926235
10 X 4 LBS	PBBR-SWA(10 X 4 LBS) --- RICE BASMATI BROWN - PUSA	10	18.875	18.160	05117926235
4 X 10 LBS	RKK-SWAD(4 X 10 LBS) --- RICE KRISHNA KAMOD	4	18.876	18.160	05117926900
4 X 10 LBS	RKK-SWAD(4 X 10 LBS) --- RICE KRISHNA KAMOD	4	18.876	18.160	05117926900
10 X 4 LBS	RBP-SWAD(10 X 4 LBS) --- ROASTED BARLEY JAV FLOUR	10	18.980	18.300	05117910645
10 X 4 LBS	RBP-SWAD(10 X 4 LBS) --- ROASTED BARLEY JAV FLOUR	10	18.980	18.300	05117910645
20 X 400 GM	RC-SWAD(20 X 400 GM) --- ROASTED CHANA	20	8.720	8.000	05117924145
20 X 400 GM	RC-SWAD(20 X 400 GM) --- ROASTED CHANA	20	8.720	8.000	05117924145
10 X 800 GM	RC-SWAD(10 X 800 GM) --- ROASTED CHANA	10	8.690	8.000	05117924146
10 X 800 GM	RC-SWAD(10 X 800 GM) --- ROASTED CHANA	10	8.690	8.000	05117924146
20 X 400 GM	RCD-SWAD(20X400 GM) --- ROASTED CHANA DALIA	20	8.690	8.000	05117924180
20 X 400 GM	RCD-SWAD(20X400 GM) --- ROASTED CHANA DALIA	20	8.690	8.000	05117924180
5 X 56 OZ	RCD-SWAD(5 X 56 OZ) --- ROASTED CHANA DALIA	5	8.520	8.000	05117924189
5 X 56 OZ	RCD-SWAD(5 X 56 OZ) --- ROASTED CHANA DALIA	5	8.520	8.000	05117924189
10 X 800 GM	RCD-SWAD(10X800 GM) --- ROASTED CHANA DALIA	10	8.660	8.000	05117924185
10 X 800 GM	RCD-SWAD(10X800 GM) --- ROASTED CHANA DALIA	10	8.660	8.000	05117924185
20 X 400 GM	RCM-SWAD(20X400 GM) --- ROASTED CHANA MAHABALESHWA	20	8.748	8.000	05117924160
20 X 400 GM	RCM-SWAD(20X400 GM) --- ROASTED CHANA MAHABALESHWA	20	8.748	8.000	05117924160
10 X 800 GM	RCM-SWAD(10X800 GM) --- ROASTED CHANA MAHABALESHWA	10	8.628	8.000	05117924168
10 X 800 GM	RCM-SWAD(10X800 GM) --- ROASTED CHANA MAHABALESHWA	10	8.628	8.000	05117924168
20 X 400 GM	RCP-SWAD(20X 400 GM) --- ROASTED CHANA POWDER	20	8.500	8.000	05117911230
20 X 400 GM	RCP-SWAD(20X 400 GM) --- ROASTED CHANA POWDER	20	8.500	8.000	05117911230
20 X 400 GM	RCH-SWAD(20X400 GM) --- ROASTED CHANA WITH HALDI	20	8.720	8.000	05117917335
20 X 400 GM	RCH-SWAD(20X400 GM) --- ROASTED CHANA WITH HALDI	20	8.720	8.000	05117917335
20 X 400 GM	RCS-SWAD(20X400 GM) --- ROASTED CHANA W/O HUSK	20	8.700	8.000	05117924186
20 X 400 GM	RCS-SWAD(20X400 GM) --- ROASTED CHANA W/O HUSK	20	8.700	8.000	05117924186
20 X 200 GM	ROCP-SW(20 X 200 GM) --- ROASTED CUMIN POWDER	20	4.415	4.000	05117934465
20 X 200 GM	ROCP-SW(20 X 200 GM) --- ROASTED CUMIN POWDER	20	4.415	4.000	05117934465
20 X 200 GM	SB-SWAD(20 X 200 GM) --- SABUDANA	20	4.340	4.000	05117915125
20 X 200 GM	SB-SWAD(20 X 200 GM) --- SABUDANA	20	4.340	4.000	05117915125
20 X 2 LBS	SB-SWAD(20 X 2 LBS) --- SABUDANA	20	18.982	18.160	05117915135
20 X 2 LBS	SB-SWAD(20 X 2 LBS) --- SABUDANA	20	18.982	18.160	05117915135
10 X 4 LBS	SB-SWAD(10 X 4 LBS) --- SABUDANA	10	18.802	18.160	05117915160
10 X 4 LBS	SB-SWAD(10 X 4 LBS) --- SABUDANA	10	18.802	18.160	05117915160
6 X 7 LBS	SB-SWAD(6 X 7 LBS) --- SABUDANA	6	19.790	19.068	05117915165
6 X 7 LBS	SB-SWAD(6 X 7 LBS) --- SABUDANA	6	19.790	19.068	05117915165
20 X 400 GM	SS-SWAD(20 X 400 GM) --- SABUDANA POWDER	20	8.533	8.000	05117917050
20 X 400 GM	SS-SWAD(20 X 400 GM) --- SABUDANA POWDER	20	8.533	8.000	05117917050
20 X 200 GM	SS-SWAD(20 X 200 GM) --- SABUDANA SMALL	20	4.340	4.000	05117915140
20 X 200 GM	SS-SWAD(20 X 200 GM) --- SABUDANA SMALL	20	4.340	4.000	05117915140
20 X 400 GM	SBS-SWA(20 X 400 GM) --- SABUDANA SMALL	20	8.420	8.000	05117915145
20 X 400 GM	SBS-SWA(20 X 400 GM) --- SABUDANA SMALL	20	8.420	8.000	05117915145
10 X 4 LBS	SS-SWAD(10 X 4 LBS) --- SABUDANA STARCH	10	19.052	18.160	05117915188
10 X 4 LBS	SS-SWAD(10 X 4 LBS) --- SABUDANA STARCH	10	19.052	18.160	05117915188
20 X 200 GM	SWC-SWA(20 X 200 GM) --- SAGO WAFFERS COLOR	20	4.920	4.000	05117922213
20 X 200 GM	SWC-SWA(20 X 200 GM) --- SAGO WAFFERS COLOR	20	4.920	4.000	05117922213
20 X 200 GM	SWW-SWA(20 X 200 GM) --- SAGO WAFFERS WHITE	20	4.920	4.000	05117922211
20 X 200 GM	SWW-SWA(20 X 200 GM) --- SAGO WAFFERS WHITE	20	4.920	4.000	05117922211
20 X 100 GM	SP-SWAD(20X100 GM) --- SAJINA PHOOL	20	2.300	2.000	05117931190
20 X 100 GM	SP-SWAD(20X100 GM) --- SAJINA PHOOL	20	2.300	2.000	05117931190
20 X 200 GM	SK-SWAD(20 X 200 GM) --- SAKAR	20	4.340	4.000	05117919435
20 X 200 GM	SK-SWAD(20 X 200 GM) --- SAKAR	20	4.340	4.000	05117919435
20 X 400 GM	SK-SWAD(20 X 400 GM) --- SAKAR	20	8.440	8.000	05117919440
20 X 400 GM	SK-SWAD(20 X 400 GM) --- SAKAR	20	8.440	8.000	05117919440
5 X 56 OZ	SK-SWAD(5 X 56OZ.) --- SAKAR	5	8.400	8.000	05117919460
5 X 56 OZ	SK-SWAD(5 X 56OZ.) --- SAKAR	5	8.400	8.000	05117919460
10 X 800 GM	SK-SWAD(10 X 800 GM) --- SAKAR	10	8.420	8.000	05117919450
10 X 800 GM	SK-SWAD(10 X 800 GM) --- SAKAR	10	8.420	8.000	05117919450
20 X 400 GM	S-SWAD(20 X 400 GM) --- SAMO	20	8.427	8.000	05117915170
20 X 400 GM	S-SWAD(20 X 400 GM) --- SAMO	20	8.427	8.000	05117915170
5 X 56 OZ	S-SWAD(5 X 56 OZ) --- SAMO	5	8.365	8.000	05117915180
5 X 56 OZ	S-SWAD(5 X 56 OZ) --- SAMO	5	8.365	8.000	05117915180
10 X 800 GM	S-SWAD(10 X 800 GM) --- SAMO	10	8.420	8.000	05117915175
10 X 800 GM	S-SWAD(10 X 800 GM) --- SAMO	10	8.420	8.000	05117915175
20 X 400 GM	SP-SWAD(20 X 400 GM) --- SAMO POWDER	20	8.387	8.000	05117917025
20 X 400 GM	SP-SWAD(20 X 400 GM) --- SAMO POWDER	20	8.387	8.000	05117917025
12 X 100 GM	SWP-SWAD(12X100 GM) --- SANDAL WOOD POWDER	12	1.830	1.200	05117928070
12 X 100 GM	SWP-SWAD(12X100 GM) --- SANDAL WOOD POWDER	12	1.830	1.200	05117928070
4 X 10 LBS	SSB-SWAD(4 X 10 LBS) --- SESAME SEEDS BLACK	4	18.788	18.160	Not Available
4 X 10 LBS	SSB-SWAD(4 X 10 LBS) --- SESAME SEEDS BLACK	4	18.788	18.160	Not Available
20 X 200 GM	SSB-SWAD(20 X200 GM) --- SESAME SEEDS BLACK	20	4.380	4.000	05117932982
20 X 200 GM	SSB-SWAD(20 X200 GM) --- SESAME SEEDS BLACK	20	4.380	4.000	05117932982
12 X 200 GM	SSH-SWAN(12 X 200GM) --- SESAME SEEDS HULLED	12	4.060	2.400	05117961095
12 X 200 GM	SSH-SWAN(12 X 200GM) --- SESAME SEEDS HULLED	12	4.060	2.400	05117961095
12 X 225 GM	SSH-SWA(12 X 225 GM) --- SESAME SEEDS HULLED	12	3.324	2.700	05117961095
12 X 225 GM	SSH-SWA(12 X 225 GM) --- SESAME SEEDS HULLED	12	3.324	2.700	05117961095
20 X 400 GM	SSH-SWAD(20 X400 GM) --- SESAME SEEDS HULLED	20	8.533	8.000	05117932930
20 X 400 GM	SSH-SWAD(20 X400 GM) --- SESAME SEEDS HULLED	20	8.533	8.000	05117932930
10 X 800 GM	SSH-SWAD(10 X800 GM) --- SESAME SEEDS HULLED	10	8.470	8.000	05117932940
10 X 800 GM	SSH-SWAD(10 X800 GM) --- SESAME SEEDS HULLED	10	8.470	8.000	05117932940
12 X 230 GM	SSN-SWADN(12 X230GM) --- SESAME SEEDS NATURAL	12	4.420	2.760	05117961200
12 X 230 GM	SSN-SWADN(12 X230GM) --- SESAME SEEDS NATURAL	12	4.420	2.760	05117961200
12 X 250 GM	SSN-SWA(12 X 250 GM) --- SESAME SEEDS NATURAL	12	3.624	3.000	05117961200
12 X 250 GM	SSN-SWA(12 X 250 GM) --- SESAME SEEDS NATURAL	12	3.624	3.000	05117961200
20 X 400 GM	SSN-SWAD(20 X400 GM) --- SESAME SEEDS NATURAL	20	8.500	8.000	05117932960
20 X 400 GM	SSN-SWAD(20 X400 GM) --- SESAME SEEDS NATURAL	20	8.500	8.000	05117932960
5 X 56 OZ	SSN-SWAD(5 X 56 OZ) --- SESAME SEEDS NATURAL	5	8.380	8.000	05117932962
5 X 56 OZ	SSN-SWAD(5 X 56 OZ) --- SESAME SEEDS NATURAL	5	8.380	8.000	05117932962
10 X 800 GM	SSN-SWAD(10 X800 GM) --- SESAME SEEDS NATURAL	10	8.470	8.000	05117932970
10 X 800 GM	SSN-SWAD(10 X800 GM) --- SESAME SEEDS NATURAL	10	8.470	8.000	05117932970
20 X 100 GM	SJ-SWAD(20 X 100 GM) --- SHAH JEERA	20	2.365	2.000	05117934863
20 X 100 GM	SJ-SWAD(20 X 100 GM) --- SHAH JEERA	20	2.365	2.000	05117934863
12 X 500 ML	SHIV-ALL(12X 500 ML) --- SHIVDHARA	12	6.250	5.748	Not Available
12 X 500 ML	SHIV-ALL(12X 500 ML) --- SHIVDHARA	12	6.250	5.748	Not Available
40 X 100 GM	SS-SWAD(40 X 100 GM) --- SINDHAV SALT	40	4.425	4.000	05117935100
40 X 100 GM	SS-SWAD(40 X 100 GM) --- SINDHAV SALT	40	4.425	4.000	05117935100
20 X 400 GM	SF-SWAD(20 X 400 GM) --- SINGODA FLOUR	20	8.360	8.000	05117915200
20 X 400 GM	SF-SWAD(20 X 400 GM) --- SINGODA FLOUR	20	8.360	8.000	05117915200
10 X 800 GM	SF-SWAD(10 X 800 GM) --- SINGODA FLOUR	10	8.450	8.000	05117913435
10 X 800 GM	SF-SWAD(10 X 800 GM) --- SINGODA FLOUR	10	8.450	8.000	05117913435
10 X 4 LBS	SMR-SWAD(10 X 4 LBS) --- SONA MASOORI RICE	10	18.830	18.160	05117926205
10 X 4 LBS	SMR-SWAD(10 X 4 LBS) --- SONA MASOORI RICE	10	18.830	18.160	05117926205
20 X 400 GM	SW-SWAD(20 X 400 GM) --- SOYAWADI	20	8.800	8.000	05117910315
20 X 400 GM	SW-SWAD(20 X 400 GM) --- SOYAWADI	20	8.800	8.000	05117910315
20 X 100 GM	SMS-NY(20 X 100 GM) --- SPECIAL MIX SPICES	20	2.708	2.000	05117931365
20 X 100 GM	SMS-NY(20 X 100 GM) --- SPECIAL MIX SPICES	20	2.708	2.000	05117931365
20 X 200 GM	SMS-NY(20 X 200 GM) --- SPECIAL MIX SPICES	20	4.660	4.000	05117993460
20 X 200 GM	SMS-NY(20 X 200 GM) --- SPECIAL MIX SPICES	20	4.660	4.000	05117993460
10 X 1.2 KG	SCP-SWADPB(10 X 1.2 KG) --- SPICES COMBO PACK	10	13.160	12.000	05117979000
10 X 1.2 KG	SCP-SWADPB(10 X 1.2 KG) --- SPICES COMBO PACK	10	13.160	12.000	05117979000
20 X 200 GM	FSS-SWAD(20 X200 GM) --- SUGAR COATED FENNEL	20	4.340	4.000	05117930132
20 X 200 GM	FSS-SWAD(20 X200 GM) --- SUGAR COATED FENNEL	20	4.340	4.000	05117930132
20 X 400 GM	FSS-SWAD(20 X400 GM) --- SUGAR COATED FENNEL	20	8.380	8.000	05117930133
20 X 400 GM	FSS-SWAD(20 X400 GM) --- SUGAR COATED FENNEL	20	8.380	8.000	05117930133
10 X 800 GM	FSS-SWA(10 X 800 GM) --- SUGAR COATED FENNEL	10	8.420	8.000	05117930134
10 X 800 GM	FSS-SWA(10 X 800 GM) --- SUGAR COATED FENNEL	10	8.420	8.000	05117930134
6 X 2 LTR	SUN-SWAD(6 X 2 LTR) --- SUNFLOWER OIL	6	13.040	12.000	05117920370
6 X 2 LTR	SUN-SWAD(6 X 2 LTR) --- SUNFLOWER OIL	6	13.040	12.000	05117920370
3 X 5 LTR	SUN-SWAD(3 X 5 LTR) --- SUNFLOWER OIL	3	13.800	15.000	05117920380
3 X 5 LTR	SUN-SWAD(3 X 5 LTR) --- SUNFLOWER OIL	3	13.800	15.000	05117920380
10 X 4 LBS	SKR-SWAD(10 X 4 LBS) --- SURTI KOLAM RICE	10	18.830	18.160	05117926210
10 X 4 LBS	SKR-SWAD(10 X 4 LBS) --- SURTI KOLAM RICE	10	18.830	18.160	05117926210
20 X 100 GM	SC-NY(20 X 100 GM) --- SWAD CANDY	20	2.280	2.000	05117930151
20 X 100 GM	SC-NY(20 X 100 GM) --- SWAD CANDY	20	2.280	2.000	05117930151
1 X 50 BAG	SWAD CONSUMER EMPTY BAG (1 X 50 BAG)	50	6.000	5.100	Not Available
1 X 50 BAG	SWAD CONSUMER EMPTY BAG (1 X 50 BAG)	50	6.000	5.100	Not Available
20 X 400 GM	SM-SWAD(20 X 400 GM) --- SWEET MAKHANA	20	8.430	8.000	05117919475
20 X 400 GM	SM-SWAD(20 X 400 GM) --- SWEET MAKHANA	20	8.430	8.000	05117919475
12 X 500 GM	TDP-ALL(12 X 500 GM) --- TANDOORI PASTE	12	9.732	6.000	05117924280
12 X 500 GM	TDP-ALL(12 X 500 GM) --- TANDOORI PASTE	12	9.732	6.000	05117924280
12 X 100 GM	TM-ALL(12 X 100 GM) --- TEA MASALA	12	3.553	1.200	05117937615
24 X 100 GM	TM-SWAD(24 X 100 GM) --- TEA MASALA	24	3.410	2.400	05117937615
6 X 12 X 100 GM	TM-SWAD(6X12X100 GM) --- TEA MASALA	72	21.753	7.200	05117937615
12 X 100 GM	TM-ALL(12 X 100 GM) --- TEA MASALA	12	3.553	1.200	05117937615
24 X 100 GM	TM-SWAD(24 X 100 GM) --- TEA MASALA	24	3.410	2.400	05117937615
6 X 12 X 100 GM	TM-SWAD(6X12X100 GM) --- TEA MASALA	72	21.753	7.200	05117937615
10 X 550 GM	TM-SWAD(10 X 550 GM) --- TOAST	10	6.030	5.500	05117930655
10 X 550 GM	TM-SWAD(10 X 550 GM) --- TOAST	10	6.030	5.500	05117930655
4 X 10 LBS	TDO-SWAD(4 X 10 LBS) --- TOOR DAL OILY	4	19.000	18.160	051179107557
4 X 10 LBS	TDO-SWAD(4 X 10 LBS) --- TOOR DAL OILY	4	19.000	18.160	051179107557
4 X 10 LBS	TDO-SWAD(4 X 10 LBS) --- TOOR DAL OILY	4	19.000	18.160	051179107557
4 X 10 LBS	TDO-SWAD(4 X 10 LBS) --- TOOR DAL OILY	4	19.000	18.160	051179107557
10 X 4 LBS	TDO-SWAD(10 X 4 LBS) --- TOOR DAL OILY	10	19.000	18.160	051179107359
10 X 4 LBS	TDO-SWAD(10 X 4 LBS) --- TOOR DAL OILY	10	19.000	18.160	051179107359
10 X 4 LBS	TDO-SWAD(10 X 4 LBS) --- TOOR DAL OILY	10	19.000	18.160	051179107359
10 X 4 LBS	TDO-SWAD(10 X 4 LBS) --- TOOR DAL OILY	10	19.000	18.160	051179107359
5 X 8 LBS	TDO-SWAD(5 X 8 LBS) --- TOOR DAL OILY	5	18.925	18.160	051179107366
5 X 8 LBS	TDO-SWAD(5 X 8 LBS) --- TOOR DAL OILY	5	18.925	18.160	051179107366
5 X 8 LBS	TDO-SWAD(5 X 8 LBS) --- TOOR DAL OILY	5	18.925	18.160	051179107366
5 X 8 LBS	TDO-SWAD(5 X 8 LBS) --- TOOR DAL OILY	5	18.925	18.160	051179107366
12 X 165 GM	TP-SWAD(12 X 165 GM) --- TRIFLA POWDER	12	2.400	1.980	05117998105
12 X 165 GM	TP-SWAD(12 X 165 GM) --- TRIFLA POWDER	12	2.400	1.980	05117998105
20 X 200 GM	TM-SWAD(20 X 200 GM) --- TUKMARIA	20	4.365	4.000	05117932870
20 X 200 GM	TM-SWAD(20 X 200 GM) --- TUKMARIA	20	4.365	4.000	05117932870
12 X 115 GM	TP-SWAD(12 X 115 GM) --- TULSI POWDER	12	1.800	1.380	05117961055
12 X 115 GM	TP-SWAD(12 X 115 GM) --- TULSI POWDER	12	1.800	1.380	05117961055
40 X 100 GM	TUP-SWA(40 X 100 GM) --- TURMERIC POWDER	40	4.475	4.000	05117935125
40 X 100 GM	TUP-SWA(40 X 100 GM) --- TURMERIC POWDER	40	4.475	4.000	05117935125
12 X 200 GM	TUP-SWADN(12 X200GM) --- TURMERIC POWDER	12	4.060	2.400	05117961028
20 X 200 GM	TUP-SWAD(20 X200 GM) --- TURMERIC POWDER	20	4.380	4.000	05117935130
12 X 200 GM	TUP-SWADN(12 X200GM) --- TURMERIC POWDER	12	4.060	2.400	05117961028
20 X 200 GM	TUP-SWAD(20 X200 GM) --- TURMERIC POWDER	20	4.380	4.000	05117935130
12 X 220 GM	TUP-SWA(12 X 220 GM) --- TURMERIC POWDER	12	3.264	2.640	05117961028
12 X 220 GM	TUP-SWA(12 X 220 GM) --- TURMERIC POWDER	12	3.264	2.640	05117961028
12 X 365 GM	TUP-NY(12 X 365 GM) --- TURMERIC POWDER (12 X 365 GM)	12	5.300	4.380	05117998062
12 X 365 GM	TUP-NY(12 X 365 GM) --- TURMERIC POWDER (12 X 365 GM)	12	5.300	4.380	05117998062
20 X 400 GM	TUP-SWAD(20 X400 GM) --- TURMERIC POWDER	20	8.533	8.000	05117935140
20 X 400 GM	TUP-SWAD(20 X400 GM) --- TURMERIC POWDER	20	8.533	8.000	05117935140
5 X 56 OZ	TUP-SWAD(5 X 56 OZ) --- TURMERIC POWDER	5	8.380	8.000	05117986028
5 X 56 OZ	TUP-SWAD(5 X 56 OZ) --- TURMERIC POWDER	5	8.380	8.000	05117986028
10 X 800 GM	TUP-SWAD(10 X800 GM) --- TURMERIC POWDER	10	8.470	8.000	05117935150
10 X 800 GM	TUP-SWAD(10 X800 GM) --- TURMERIC POWDER	10	8.470	8.000	05117935150
20 X 100 GM	TW-SWAD(20 X 100 GM) --- TURMERIC WHOLE	20	2.220	2.000	05117935131
20 X 100 GM	TW-SWAD(20 X 100 GM) --- TURMERIC WHOLE	20	2.220	2.000	05117935131
16 X 2 LBS	UF-SWAD(16 X 2 LBS) --- URAD FLOUR	16	15.300	14.528	05117917330
16 X 2 LBS	UF-SWAD(16 X 2 LBS) --- URAD FLOUR	16	15.300	14.528	05117917330
10 X 4 LBS	US-SWAD(10 X 4 LBS) --- URAD SPLIT	10	18.943	18.160	051179104716
10 X 4 LBS	US-SWAD(10 X 4 LBS) --- URAD SPLIT	10	18.943	18.160	051179104716
10 X 4 LBS	US-SWAD(10 X 4 LBS) --- URAD SPLIT	10	18.943	18.160	051179104716
10 X 4 LBS	US-SWAD(10 X 4 LBS) --- URAD SPLIT	10	18.943	18.160	051179104716
10 X 4 LBS	UWW-SWAD(10 X 4 LB) --- URAD WHOLE WHITE	10	18.943	18.160	051179104969
10 X 4 LBS	UWW-SWAD(10 X 4 LB) --- URAD WHOLE WHITE	10	18.943	18.160	051179104969
10 X 4 LBS	UWW-SWAD(10 X 4 LB) --- URAD WHOLE WHITE	10	18.943	18.160	051179104969
10 X 4 LBS	UWW-SWAD(10 X 4 LB) --- URAD WHOLE WHITE	10	18.943	18.160	051179104969
10 X 4 LBS	VD-SWAD(10 X 4 LBS) - VAL DAL	10	18.830	18.160	05117910515
10 X 4 LBS	VD-SWAD(10 X 4 LBS) - VAL DAL	10	18.830	18.160	05117910515
10 X 4 LBS	VD-SWAD(10 X 4 LBS) - VAL DAL	10	18.830	18.160	05117910515
10 X 4 LBS	VD-SWAD(10 X 4 LBS) - VAL DAL	10	18.830	18.160	05117910515
10 X 4 LBS	VS-SWAD(10 X 4 LBS) - VAL SURTI	10	18.862	18.160	05117910544
10 X 4 LBS	VS-SWAD(10 X 4 LBS) - VAL SURTI	10	18.862	18.160	05117910544
10 X 4 LBS	VS-SWAD(10 X 4 LBS) - VAL SURTI	10	18.862	18.160	05117910544
10 X 4 LBS	VS-SWAD(10 X 4 LBS) - VAL SURTI	10	18.862	18.160	05117910544
20 X 100 GM	VAV-SWA(20 X 100 GM) --- VAVDING	20	2.305	2.000	05117998060
20 X 100 GM	VAV-SWA(20 X 100 GM) --- VAVDING	20	2.305	2.000	05117998060
16 X 2 LBS	WLF-SWAD(16 X 2 LBS) --- WHEAT LADU FLOUR	16	15.252	14.528	05117917252
16 X 2 LBS	WLF-SWAD(16 X 2 LBS) --- WHEAT LADU FLOUR	16	15.252	14.528	05117917252
10 X 4 LBS	WLF-SWAD(10 X 4 LBS) --- WHEAT LADU FLOUR	10	18.802	18.160	05117917253
10 X 4 LBS	WLF-SWAD(10 X 4 LBS) --- WHEAT LADU FLOUR	10	18.802	18.160	05117917253
20 X 200 GM	WML-SWA(20 X 200 GM) --- WHEAT MAMRA LONG	20	4.110	4.000	05117924015
20 X 200 GM	WML-SWA(20 X 200 GM) --- WHEAT MAMRA LONG	20	4.110	4.000	05117924015
20 X 100 GM	WPP-SWAD(20X 100 GM) --- WHITE PEPPER POWDER	20	2.300	2.000	05117935185
20 X 100 GM	WPP-SWAD(20X 100 GM) --- WHITE PEPPER POWDER	20	2.300	2.000	05117935185
20 X 100 GM	WPW-SWA(20 X 100 GM) --- WHITE PEPPER WHOLE	20	2.300	2.000	05117932995
20 X 100 GM	WPW-SWA(20 X 100 GM) --- WHITE PEPPER WHOLE	20	2.300	2.000	05117932995
